timestamp,badge_id,door_id,action,room,motion_detected,occupancy_sensor,anomaly_flag
2025-01-01 06:58:27,EMP040,Door_C,entry,Server_Room,1,1,0
2025-01-01 06:59:13,EMP026,Main_Gate,exit,Lab,0,0,0
2025-01-01 07:00:06,EMP044,Main_Gate,entry,Lab,1,1,0
2025-01-01 07:00:11,EMP020,Door_C,entry,Meeting_Room,1,1,0
2025-01-01 07:01:42,EMP014,Server_Room,exit,Server_Room,0,0,0
2025-01-01 07:03:11,EMP041,Server_Room,exit,Lobby,0,1,0
2025-01-01 07:03:41,EMP010,Door_A,entry,Office_1,1,0,0
2025-01-01 07:05:39,EMP041,Server_Room,entry,Server_Room,1,1,0
2025-01-01 07:06:02,EMP042,Main_Gate,entry,Lobby,1,0,0
2025-01-01 07:07:36,EMP034,Lab_1,entry,Lab,0,0,0
2025-01-01 07:09:23,EMP030,Main_Gate,exit,Meeting_Room,1,1,0
2025-01-01 07:11:03,EMP031,Lab_1,exit,Office_1,1,1,0
2025-01-01 07:11:43,EMP029,Door_A,exit,Office_1,1,1,0
2025-01-01 07:12:57,EMP006,Door_B,entry,Office_1,1,0,0
2025-01-01 07:13:10,EMP027,Lab_1,exit,Lab,1,1,0
2025-01-01 07:15:01,EMP027,Lab_1,entry,Lab,1,1,1
2025-01-01 07:15:51,EMP020,Lab_1,exit,Lab,0,1,0
2025-01-01 07:16:51,EMP032,Door_A,exit,Office_2,1,0,0
2025-01-01 07:17:12,EMP040,Server_Room,entry,Meeting_Room,0,0,0
2025-01-01 07:17:34,EMP030,Door_B,entry,Office_2,1,1,0
2025-01-01 07:18:20,EMP022,Lab_1,exit,Meeting_Room,1,0,0
2025-01-01 07:20:00,EMP035,Door_A,exit,Office_1,0,0,0
2025-01-01 07:20:36,EMP013,Door_A,entry,Office_1,0,1,0
2025-01-01 07:21:53,EMP014,Lab_1,exit,Office_2,0,0,0
2025-01-01 07:22:18,EMP020,Door_A,entry,Office_2,1,1,0
2025-01-01 07:22:48,EMP005,Server_Room,entry,Lobby,1,0,0
2025-01-01 07:24:05,EMP003,Door_C,exit,Server_Room,1,0,0
2025-01-01 07:24:53,EMP001,Lab_1,exit,Lobby,1,1,0
2025-01-01 07:26:44,EMP030,Main_Gate,entry,Meeting_Room,0,1,0
2025-01-01 07:27:57,EMP050,Lab_1,exit,Meeting_Room,1,1,0
2025-01-01 07:29:48,EMP006,Door_C,exit,Office_1,1,1,0
2025-01-01 07:30:56,EMP021,Door_B,exit,Office_1,1,1,0
2025-01-01 07:32:53,EMP039,Main_Gate,exit,Lab,0,0,0
2025-01-01 07:34:30,EMP027,Lab_1,entry,Server_Room,1,1,0
2025-01-01 07:34:37,EMP006,Door_C,entry,Meeting_Room,0,1,0
2025-01-01 07:35:29,EMP031,Server_Room,exit,Meeting_Room,1,1,0
2025-01-01 07:36:08,EMP020,Door_C,entry,Lobby,0,1,0
2025-01-01 07:37:21,EMP049,Main_Gate,entry,Office_1,0,1,0
2025-01-01 07:38:41,EMP049,Server_Room,exit,Lobby,0,1,0
2025-01-01 07:39:08,EMP020,Door_A,entry,Office_2,0,0,0
2025-01-01 07:40:42,EMP009,Main_Gate,exit,Lobby,0,1,0
2025-01-01 07:41:43,EMP022,Door_B,entry,Office_2,1,0,0
2025-01-01 07:42:39,EMP032,Door_A,entry,Office_1,0,1,0
2025-01-01 07:43:15,EMP008,Server_Room,exit,Lab,0,1,0
2025-01-01 07:44:16,EMP020,Server_Room,exit,Office_2,0,0,0
2025-01-01 07:44:47,EMP041,Door_B,exit,Server_Room,0,0,0
2025-01-01 07:46:02,EMP005,Door_B,entry,Meeting_Room,1,1,0
2025-01-01 07:46:36,EMP019,Main_Gate,exit,Server_Room,1,0,0
2025-01-01 07:47:14,EMP041,Server_Room,entry,Meeting_Room,0,0,0
2025-01-01 07:47:53,EMP010,Door_A,entry,Office_1,1,1,0
2025-01-01 07:48:57,EMP045,Door_C,exit,Office_2,1,1,0
2025-01-01 07:49:07,EMP028,Main_Gate,exit,Lab,1,0,0
2025-01-01 07:50:38,EMP037,Server_Room,entry,Server_Room,1,0,0
2025-01-01 07:51:05,EMP031,Server_Room,exit,Office_2,0,1,0
2025-01-01 07:52:12,EMP006,Lab_1,exit,Meeting_Room,1,1,0
2025-01-01 07:54:06,EMP011,Door_C,exit,Server_Room,1,1,0
2025-01-01 07:55:02,EMP049,Server_Room,entry,Meeting_Room,0,1,0
2025-01-01 07:55:21,EMP050,Lab_1,entry,Server_Room,1,1,0
2025-01-01 07:56:32,EMP024,Server_Room,exit,Server_Room,1,0,0
2025-01-01 07:57:47,EMP009,Door_C,exit,Server_Room,1,0,0
2025-01-01 07:59:12,EMP039,Door_B,entry,Office_2,0,1,0
2025-01-01 08:01:04,EMP008,Lab_1,entry,Server_Room,0,1,0
2025-01-01 08:01:46,EMP033,Main_Gate,exit,Meeting_Room,1,1,0
2025-01-01 08:03:01,EMP010,Lab_1,entry,Lab,0,0,0
2025-01-01 08:04:47,EMP027,Door_C,exit,Lobby,1,1,0
2025-01-01 08:06:06,EMP043,Lab_1,entry,Meeting_Room,1,1,0
2025-01-01 08:07:48,EMP035,Lab_1,exit,Office_2,0,0,0
2025-01-01 08:08:22,EMP050,Lab_1,entry,Office_2,1,1,0
2025-01-01 08:09:51,EMP042,Door_B,exit,Lobby,0,1,0
2025-01-01 08:11:47,EMP029,Door_A,exit,Lobby,0,1,0
2025-01-01 08:12:11,EMP005,Lab_1,exit,Office_2,1,0,0
2025-01-01 08:14:05,EMP044,Server_Room,exit,Office_2,1,0,0
2025-01-01 08:14:40,EMP041,Main_Gate,exit,Office_1,0,1,0
2025-01-01 08:16:22,EMP041,Main_Gate,entry,Meeting_Room,0,1,0
2025-01-01 08:16:32,EMP021,Door_A,exit,Office_2,1,1,0
2025-01-01 08:17:44,EMP027,Server_Room,entry,Office_1,0,0,0
2025-01-01 08:18:37,EMP040,Main_Gate,entry,Meeting_Room,0,0,0
2025-01-01 08:19:14,EMP030,Door_C,entry,Meeting_Room,1,0,0
2025-01-01 08:20:03,EMP038,Door_C,exit,Server_Room,1,1,0
2025-01-01 08:20:33,EMP025,Lab_1,entry,Office_1,1,1,0
2025-01-01 08:22:07,EMP019,Door_A,exit,Office_2,0,0,0
2025-01-01 08:23:47,EMP032,Door_C,entry,Lab,1,0,0
2025-01-01 08:25:11,EMP017,Main_Gate,entry,Server_Room,0,0,0
2025-01-01 08:26:12,EMP003,Server_Room,exit,Server_Room,0,0,0
2025-01-01 08:26:58,EMP048,Lab_1,entry,Office_1,0,1,0
2025-01-01 08:27:37,EMP011,Door_C,exit,Office_2,1,0,0
2025-01-01 08:27:51,EMP010,Door_B,exit,Lab,1,0,0
2025-01-01 08:27:57,EMP017,Server_Room,entry,Meeting_Room,1,1,0
2025-01-01 08:29:47,EMP041,Door_C,entry,Server_Room,0,1,0
2025-01-01 08:31:45,EMP036,Door_C,entry,Server_Room,0,1,0
2025-01-01 08:32:28,EMP042,Lab_1,entry,Office_1,0,0,0
2025-01-01 08:33:36,EMP008,Door_A,entry,Lab,0,1,0
2025-01-01 08:35:06,EMP048,Main_Gate,exit,Lab,0,1,0
2025-01-01 08:36:57,EMP032,Server_Room,exit,Office_2,0,1,0
2025-01-01 08:37:58,EMP016,Door_C,entry,Server_Room,1,1,0
2025-01-01 08:38:38,EMP013,Door_A,exit,Lobby,0,0,0
2025-01-01 08:39:25,EMP016,Door_B,entry,Lobby,0,0,0
2025-01-01 08:39:59,EMP022,Door_B,entry,Office_2,0,0,0
2025-01-01 08:41:46,EMP012,Door_A,entry,Office_1,0,1,0
2025-01-01 08:42:21,EMP038,Door_C,entry,Office_1,1,0,0
2025-01-01 08:43:19,EMP034,Door_A,entry,Meeting_Room,1,1,0
2025-01-01 08:43:37,EMP029,Server_Room,entry,Lab,0,1,0
2025-01-01 08:43:45,EMP004,Lab_1,exit,Meeting_Room,0,1,0
2025-01-01 08:44:46,EMP005,Door_A,exit,Lab,0,0,0
2025-01-01 08:46:10,EMP041,Server_Room,exit,Meeting_Room,1,1,0
2025-01-01 08:47:10,EMP007,Main_Gate,entry,Server_Room,0,1,0
2025-01-01 08:47:44,EMP027,Door_C,exit,Meeting_Room,1,0,0
2025-01-01 08:48:29,EMP043,Door_C,exit,Office_1,1,0,0
2025-01-01 08:48:44,EMP006,Lab_1,entry,Server_Room,1,0,0
2025-01-01 08:50:04,EMP036,Server_Room,exit,Server_Room,0,1,0
2025-01-01 08:51:34,EMP049,Lab_1,entry,Office_2,1,1,0
2025-01-01 08:52:43,EMP014,Door_B,exit,Office_1,0,1,0
2025-01-01 08:53:35,EMP008,Door_C,entry,Meeting_Room,0,1,0
2025-01-01 08:54:14,EMP045,Door_C,exit,Office_2,0,0,0
2025-01-01 08:55:31,EMP043,Lab_1,entry,Office_1,0,0,0
2025-01-01 08:56:03,EMP025,Lab_1,exit,Office_2,0,1,0
2025-01-01 08:56:49,EMP050,Server_Room,entry,Lobby,0,0,0
2025-01-01 08:57:00,EMP044,Door_A,exit,Meeting_Room,1,1,0
2025-01-01 08:57:58,EMP018,Door_B,entry,Office_2,1,0,0
2025-01-01 08:59:29,EMP038,Lab_1,exit,Lobby,0,1,0
2025-01-01 08:59:41,EMP001,Door_B,exit,Office_1,0,1,0
2025-01-01 09:00:01,EMP001,Lab_1,exit,Office_1,0,1,0
2025-01-01 09:00:35,EMP033,Server_Room,exit,Lobby,1,0,0
2025-01-01 09:01:38,EMP005,Door_C,exit,Lab,1,1,0
2025-01-01 09:02:34,EMP002,Door_C,entry,Lab,1,1,0
2025-01-01 09:04:27,EMP007,Door_B,exit,Lab,1,0,0
2025-01-01 09:05:11,EMP048,Door_C,entry,Office_2,0,0,0
2025-01-01 09:05:30,EMP034,Server_Room,entry,Office_2,1,0,0
2025-01-01 09:05:53,EMP017,Door_B,entry,Lab,0,0,0
2025-01-01 09:07:36,EMP041,Lab_1,exit,Lab,1,1,0
2025-01-01 09:09:01,EMP021,Door_B,exit,Lobby,1,1,0
2025-01-01 09:10:47,EMP018,Server_Room,entry,Office_2,0,1,0
2025-01-01 09:10:56,EMP004,Door_C,exit,Lobby,0,1,0
2025-01-01 09:12:11,EMP048,Door_A,exit,Lab,0,1,0
2025-01-01 09:13:20,EMP010,Door_A,exit,Lobby,1,0,0
2025-01-01 09:13:47,EMP003,Door_B,exit,Meeting_Room,0,1,0
2025-01-01 09:14:28,EMP025,Lab_1,exit,Server_Room,0,1,0
2025-01-01 09:14:45,EMP036,Main_Gate,exit,Office_2,1,0,0
2025-01-01 09:16:04,EMP043,Door_B,exit,Office_2,1,0,0
2025-01-01 09:16:19,EMP020,Server_Room,exit,Server_Room,1,0,0
2025-01-01 09:18:10,EMP048,Main_Gate,entry,Server_Room,1,1,1
2025-01-01 09:18:54,EMP012,Door_B,exit,Meeting_Room,0,0,0
2025-01-01 09:19:18,EMP005,Door_C,entry,Lab,0,1,0
2025-01-01 09:20:42,EMP009,Server_Room,exit,Office_1,0,0,0
2025-01-01 09:22:25,EMP040,Door_B,exit,Lobby,1,1,0
2025-01-01 09:23:00,EMP029,Server_Room,exit,Server_Room,1,0,0
2025-01-01 09:23:44,EMP031,Door_B,exit,Server_Room,1,1,0
2025-01-01 09:25:28,EMP025,Server_Room,exit,Office_1,0,0,0
2025-01-01 09:25:39,EMP042,Lab_1,exit,Lab,0,0,0
2025-01-01 09:27:21,EMP011,Door_C,exit,Lab,0,1,0
2025-01-01 09:27:54,EMP029,Door_C,entry,Meeting_Room,0,1,0
2025-01-01 09:28:29,EMP025,Door_A,exit,Office_1,0,1,0
2025-01-01 09:30:21,EMP046,Main_Gate,exit,Office_1,0,0,0
2025-01-01 09:32:12,EMP031,Main_Gate,entry,Server_Room,1,1,0
2025-01-01 09:34:12,EMP006,Door_A,exit,Office_1,0,1,0
2025-01-01 09:34:53,EMP016,Door_C,entry,Lobby,0,1,0
2025-01-01 09:36:17,EMP030,Door_A,entry,Meeting_Room,0,0,0
2025-01-01 09:36:59,EMP028,Door_A,exit,Office_1,1,0,0
2025-01-01 09:37:14,EMP034,Door_C,entry,Lab,0,1,0
2025-01-01 09:37:24,EMP041,Lab_1,exit,Office_2,0,1,0
2025-01-01 09:38:13,EMP016,Main_Gate,entry,Lab,1,0,0
2025-01-01 09:39:27,EMP022,Main_Gate,entry,Server_Room,1,1,0
2025-01-01 09:41:15,EMP009,Door_A,exit,Lobby,1,0,0
2025-01-01 09:41:45,EMP003,Door_C,exit,Lab,1,1,0
2025-01-01 09:43:26,EMP042,Door_B,exit,Office_2,0,1,0
2025-01-01 09:45:13,EMP024,Lab_1,exit,Server_Room,1,1,0
2025-01-01 09:45:41,EMP032,Main_Gate,exit,Office_2,1,0,0
2025-01-01 09:45:56,EMP028,Server_Room,entry,Lab,1,1,0
2025-01-01 09:46:42,EMP043,Door_C,exit,Meeting_Room,1,0,0
2025-01-01 09:47:31,EMP029,Door_A,exit,Lab,1,1,0
2025-01-01 09:49:17,EMP004,Door_A,exit,Office_2,0,0,0
2025-01-01 09:50:39,EMP044,Lab_1,entry,Office_1,0,0,0
2025-01-01 09:51:30,EMP024,Lab_1,entry,Lab,0,1,0
2025-01-01 09:52:22,EMP029,Door_A,entry,Lab,1,1,0
2025-01-01 09:53:02,EMP016,Door_A,entry,Server_Room,0,1,0
2025-01-01 09:54:18,EMP008,Door_C,exit,Server_Room,1,0,0
2025-01-01 09:54:59,EMP045,Lab_1,entry,Lobby,0,0,0
2025-01-01 09:56:59,EMP046,Lab_1,entry,Server_Room,1,1,0
2025-01-01 09:58:14,EMP035,Door_C,exit,Office_1,0,1,0
2025-01-01 09:58:34,EMP013,Door_B,entry,Meeting_Room,0,1,0
2025-01-01 09:59:26,EMP030,Server_Room,entry,Lab,0,0,0
2025-01-01 10:01:02,EMP047,Lab_1,exit,Meeting_Room,0,0,0
2025-01-01 10:02:29,EMP005,Lab_1,exit,Server_Room,1,0,0
2025-01-01 10:04:13,EMP036,Main_Gate,entry,Office_1,1,0,0
2025-01-01 10:05:24,EMP010,Door_C,entry,Office_1,1,0,0
2025-01-01 10:06:35,EMP019,Door_A,exit,Office_1,1,0,0
2025-01-01 10:07:58,EMP035,Door_A,entry,Lab,0,0,0
2025-01-01 10:09:35,EMP039,Door_C,entry,Lobby,0,0,0
2025-01-01 10:11:18,EMP037,Door_C,entry,Lab,1,0,0
2025-01-01 10:12:43,EMP035,Door_C,exit,Meeting_Room,0,1,0
2025-01-01 10:12:57,EMP045,Door_A,entry,Meeting_Room,1,1,0
2025-01-01 10:13:45,EMP039,Door_B,exit,Server_Room,1,1,0
2025-01-01 10:14:06,EMP049,Door_C,entry,Office_2,0,1,0
2025-01-01 10:15:08,EMP016,Door_B,entry,Lobby,1,1,0
2025-01-01 10:16:06,EMP016,Door_B,exit,Lab,1,0,0
2025-01-01 10:17:14,EMP033,Lab_1,exit,Office_2,1,0,0
2025-01-01 10:18:09,EMP033,Lab_1,entry,Office_1,1,0,0
2025-01-01 10:19:17,EMP039,Main_Gate,exit,Office_2,0,0,0
2025-01-01 10:21:14,EMP017,Main_Gate,exit,Meeting_Room,1,0,0
2025-01-01 10:22:31,EMP036,Door_B,exit,Lab,1,0,0
2025-01-01 10:23:33,EMP049,Server_Room,exit,Lab,0,0,0
2025-01-01 10:24:28,EMP024,Door_C,exit,Office_1,0,1,0
2025-01-01 10:24:38,EMP003,Door_B,exit,Meeting_Room,1,0,0
2025-01-01 10:25:48,EMP009,Door_C,exit,Office_1,1,1,0
2025-01-01 10:26:57,EMP033,Server_Room,exit,Server_Room,1,1,0
2025-01-01 10:27:49,EMP022,Main_Gate,entry,Meeting_Room,1,0,0
2025-01-01 10:28:27,EMP042,Server_Room,entry,Server_Room,0,1,0
2025-01-01 10:29:52,EMP047,Server_Room,exit,Office_1,0,0,0
2025-01-01 10:31:26,EMP008,Door_B,entry,Meeting_Room,1,1,0
2025-01-01 10:32:59,EMP014,Lab_1,exit,Server_Room,0,0,0
2025-01-01 10:34:15,EMP021,Main_Gate,exit,Lab,1,1,0
2025-01-01 10:35:18,EMP035,Door_C,exit,Server_Room,1,1,0
2025-01-01 10:35:54,EMP018,Server_Room,exit,Office_1,1,1,0
2025-01-01 10:37:27,EMP046,Lab_1,exit,Meeting_Room,1,1,0
2025-01-01 10:38:45,EMP044,Server_Room,exit,Meeting_Room,1,0,0
2025-01-01 10:39:26,EMP046,Door_A,exit,Meeting_Room,1,1,0
2025-01-01 10:41:16,EMP035,Door_C,exit,Office_1,0,0,0
2025-01-01 10:42:46,EMP034,Door_B,entry,Lobby,0,1,0
2025-01-01 10:43:51,EMP007,Main_Gate,entry,Lobby,0,1,0
2025-01-01 10:45:48,EMP031,Lab_1,entry,Office_2,1,1,0
2025-01-01 10:47:31,EMP006,Main_Gate,entry,Lab,0,0,0
2025-01-01 10:49:23,EMP012,Door_A,exit,Meeting_Room,0,1,0
2025-01-01 10:49:29,EMP020,Server_Room,entry,Office_2,1,1,0
2025-01-01 10:50:43,EMP034,Lab_1,entry,Lab,1,1,0
2025-01-01 10:51:02,EMP022,Door_B,exit,Server_Room,1,0,1
2025-01-01 10:51:50,EMP019,Server_Room,entry,Office_1,1,1,0
2025-01-01 10:52:06,EMP026,Main_Gate,entry,Office_1,0,1,0
2025-01-01 10:52:42,EMP001,Door_C,exit,Office_1,1,1,0
2025-01-01 10:53:25,EMP038,Main_Gate,entry,Office_2,1,0,0
2025-01-01 10:53:45,EMP030,Door_C,entry,Meeting_Room,1,0,0
2025-01-01 10:54:27,EMP024,Server_Room,entry,Office_1,0,1,0
2025-01-01 10:56:07,EMP039,Door_C,exit,Server_Room,1,0,0
2025-01-01 10:57:39,EMP049,Server_Room,entry,Lab,1,1,0
2025-01-01 10:58:56,EMP008,Door_A,entry,Lab,0,0,0
2025-01-01 11:00:07,EMP029,Door_A,entry,Server_Room,1,0,0
2025-01-01 11:01:09,EMP004,Lab_1,entry,Lab,1,1,0
2025-01-01 11:02:25,EMP030,Main_Gate,exit,Server_Room,0,1,0
2025-01-01 11:02:30,EMP048,Door_B,entry,Lobby,1,1,0
2025-01-01 11:03:44,EMP004,Door_A,exit,Lobby,1,1,0
2025-01-01 11:04:06,EMP050,Main_Gate,exit,Office_2,1,1,0
2025-01-01 11:04:59,EMP025,Door_A,entry,Server_Room,1,0,0
2025-01-01 11:06:12,EMP026,Server_Room,entry,Server_Room,0,0,0
2025-01-01 11:06:55,EMP030,Main_Gate,exit,Lab,1,0,0
2025-01-01 11:07:44,EMP010,Door_C,entry,Server_Room,0,0,0
2025-01-01 11:08:42,EMP040,Door_A,entry,Office_1,0,0,0
2025-01-01 11:09:44,EMP039,Main_Gate,entry,Office_1,0,1,0
2025-01-01 11:10:58,EMP014,Door_A,entry,Lab,1,0,0
2025-01-01 11:12:36,EMP037,Door_C,exit,Office_1,1,0,0
2025-01-01 11:13:47,EMP015,Lab_1,exit,Office_2,0,0,0
2025-01-01 11:14:46,EMP036,Lab_1,entry,Office_2,1,1,0
2025-01-01 11:15:43,EMP010,Door_C,exit,Office_1,1,0,0
2025-01-01 11:16:26,EMP046,Door_B,exit,Lobby,1,1,0
2025-01-01 11:16:48,EMP025,Door_B,exit,Office_1,1,0,0
2025-01-01 11:18:41,EMP024,Door_A,entry,Lobby,1,1,0
2025-01-01 11:20:03,EMP003,Door_A,entry,Lab,0,1,0
2025-01-01 11:20:50,EMP020,Door_A,entry,Office_1,0,1,0
2025-01-01 11:22:24,EMP039,Main_Gate,entry,Meeting_Room,0,1,0
2025-01-01 11:23:17,EMP030,Server_Room,exit,Office_2,1,1,0
2025-01-01 11:24:25,EMP030,Door_A,exit,Office_2,0,1,0
2025-01-01 11:24:35,EMP037,Door_B,entry,Lobby,1,1,0
2025-01-01 11:25:05,EMP022,Door_B,exit,Lab,0,1,0
2025-01-01 11:26:37,EMP022,Door_C,exit,Server_Room,1,1,0
2025-01-01 11:28:23,EMP023,Door_B,entry,Server_Room,1,0,0
2025-01-01 11:29:37,EMP042,Door_A,entry,Lobby,0,0,0
2025-01-01 11:31:29,EMP041,Door_B,entry,Server_Room,0,0,0
2025-01-01 11:32:32,EMP024,Door_A,exit,Server_Room,1,0,1
2025-01-01 11:33:47,EMP027,Door_A,entry,Lab,1,1,1
2025-01-01 11:35:36,EMP045,Main_Gate,exit,Office_1,0,0,0
2025-01-01 11:36:11,EMP013,Server_Room,exit,Office_2,1,1,0
2025-01-01 11:37:07,EMP030,Server_Room,entry,Server_Room,0,1,0
2025-01-01 11:39:00,EMP006,Main_Gate,entry,Lobby,1,1,0
2025-01-01 11:40:05,EMP004,Main_Gate,entry,Server_Room,0,0,0
2025-01-01 11:41:05,EMP042,Door_C,entry,Lab,0,0,0
2025-01-01 11:43:01,EMP045,Server_Room,exit,Office_2,0,0,0
2025-01-01 11:43:41,EMP035,Server_Room,entry,Office_1,1,0,0
2025-01-01 11:45:01,EMP010,Main_Gate,exit,Lobby,1,0,0
2025-01-01 11:46:18,EMP025,Main_Gate,exit,Meeting_Room,0,0,0
2025-01-01 11:47:07,EMP004,Door_A,exit,Office_1,0,1,0
2025-01-01 11:48:30,EMP039,Lab_1,exit,Lobby,1,1,0
2025-01-01 11:49:20,EMP036,Lab_1,exit,Office_1,1,0,0
2025-01-01 11:50:02,EMP016,Main_Gate,entry,Lobby,1,0,0
2025-01-01 11:51:47,EMP041,Door_B,exit,Office_2,1,0,0
2025-01-01 11:52:31,EMP029,Door_C,exit,Lobby,0,0,0
2025-01-01 11:53:33,EMP036,Server_Room,exit,Lobby,0,0,0
2025-01-01 11:53:49,EMP039,Server_Room,exit,Meeting_Room,0,1,0
2025-01-01 11:55:33,EMP006,Main_Gate,entry,Lab,0,1,0
2025-01-01 11:56:12,EMP020,Door_C,exit,Office_1,0,0,0
2025-01-01 11:57:10,EMP020,Lab_1,entry,Office_2,1,0,0
2025-01-01 11:58:18,EMP039,Server_Room,entry,Meeting_Room,0,0,0
2025-01-01 11:59:13,EMP022,Server_Room,exit,Office_2,1,1,0
2025-01-01 12:01:03,EMP042,Server_Room,entry,Office_2,1,0,0
2025-01-01 12:01:30,EMP026,Door_C,exit,Server_Room,1,0,0
2025-01-01 12:02:10,EMP026,Door_C,entry,Lab,0,0,0
2025-01-01 12:03:25,EMP002,Main_Gate,exit,Server_Room,0,1,0
2025-01-01 12:05:16,EMP045,Door_A,exit,Server_Room,1,0,0
2025-01-01 12:05:51,EMP017,Main_Gate,entry,Server_Room,1,1,0
2025-01-01 12:07:12,EMP031,Server_Room,exit,Lab,1,0,0
2025-01-01 12:08:03,EMP045,Server_Room,entry,Lobby,0,1,0
2025-01-01 12:09:26,EMP003,Server_Room,exit,Office_2,1,0,1
2025-01-01 12:10:04,EMP015,Server_Room,entry,Meeting_Room,1,1,0
2025-01-01 12:11:35,EMP038,Main_Gate,entry,Office_2,0,1,0
2025-01-01 12:12:33,EMP006,Door_A,entry,Office_2,1,1,0
2025-01-01 12:13:04,EMP034,Lab_1,exit,Meeting_Room,0,1,0
2025-01-01 12:14:06,EMP021,Door_A,exit,Lobby,0,0,0
2025-01-01 12:15:33,EMP007,Main_Gate,entry,Server_Room,0,0,0
2025-01-01 12:16:20,EMP036,Lab_1,exit,Office_1,1,0,0
2025-01-01 12:17:49,EMP028,Lab_1,entry,Server_Room,0,1,0
